Summary:
  Temperature Count: 5907
  Humidity Count: 5907
Alerts:
  [high_temp_or_humidity]
Date: 2024-10-30, Temp: 31, Humidity: 81, Light: 160, Time: 14:21:32, Recorded By: Sensor4
Date: 2024-05-31, Temp: 35, Humidity: 86, Light: 112, Time: 18:16:46, Recorded By: Sensor2
Date: 2024-08-28, Temp: 31, Humidity: 77, Light: 200, Time: 03:45:26, Recorded By: Sensor4
Date: 2024-05-28, Temp: 30, Humidity: 82, Light: 104, Time: 05:45:30, Recorded By: Sensor4
Date: 2024-01-13, Temp: 36, Humidity: 88, Light: 190, Time: 18:56:07, Recorded By: Sensor2
Date: 2024-03-28, Temp: 40, Humidity: 85, Light: 265, Time: 14:31:42, Recorded By: Sensor2
Date: 2024-01-28, Temp: 37, Humidity: 78, Light: 46, Time: 02:10:34, Recorded By: Sensor3
Date: 2024-09-19, Temp: 39, Humidity: 88, Light: 270, Time: 01:35:51, Recorded By: Sensor2
Date: 2024-05-14, Temp: 32, Humidity: 94, Light: 171, Time: 05:18:19, Recorded By: Sensor2
Date: 2024-06-04, Temp: 36, Humidity: 86, Light: 135, Time: 15:24:58, Recorded By: Sensor1
Date: 2024-11-29, Temp: 31, Humidity: 91, Light: 146, Time: 07:57:35, Recorded By: Sensor1
Date: 2024-07-07, Temp: 35, Humidity: 89, Light: 63, Time: 12:52:20, Recorded By: Sensor3
Date: 2024-08-28, Temp: 31, Humidity: 70, Light: 146, Time: 11:25:38, Recorded By: Sensor2
Date: 2024-08-26, Temp: 30, Humidity: 93, Light: 74, Time: 13:13:02, Recorded By: Sensor1
Date: 2024-12-08, Temp: 35, Humidity: 81, Light: 84, Time: 23:57:16, Recorded By: Sensor2
Date: 2024-03-16, Temp: 32, Humidity: 81, Light: 26, Time: 06:32:59, Recorded By: Sensor3
Date: 2024-05-17, Temp: 38, Humidity: 88, Light: 193, Time: 12:36:47, Recorded By: Sensor3
Date: 2024-06-23, Temp: 38, Humidity: 93, Light: 86, Time: 15:27:09, Recorded By: Sensor4
Date: 2024-03-04, Temp: 36, Humidity: 90, Light: 287, Time: 15:54:14, Recorded By: Sensor3
Date: 2024-10-05, Temp: 38, Humidity: 95, Light: 259, Time: 13:44:34, Recorded By: Sensor3
Date: 2024-09-29, Temp: 39, Humidity: 76, Light: 269, Time: 12:28:26, Recorded By: Sensor2
Date: 2024-01-23, Temp: 33, Humidity: 72, Light: 134, Time: 10:39:03, Recorded By: Sensor4
Date: 2024-03-05, Temp: 40, Humidity: 89, Light: 219, Time: 10:16:17, Recorded By: Sensor2
Date: 2024-09-29, Temp: 36, Humidity: 90, Light: 123, Time: 14:25:40, Recorded By: Sensor4
Date: 2024-12-18, Temp: 39, Humidity: 94, Light: 56, Time: 02:42:40, Recorded By: Sensor3
Date: 2024-08-09, Temp: 35, Humidity: 89, Light: 32, Time: 17:45:56, Recorded By: Sensor4
Date: 2024-04-19, Temp: 40, Humidity: 82, Light: 300, Time: 13:57:12, Recorded By: Sensor1
Date: 2024-03-18, Temp: 40, Humidity: 98, Light: 45, Time: 04:44:49, Recorded By: Sensor2
Date: 2024-12-10, Temp: 31, Humidity: 87, Light: 79, Time: 08:16:06, Recorded By: Sensor4
Date: 2024-04-14, Temp: 31, Humidity: 78, Light: 92, Time: 08:43:32, Recorded By: Sensor3
Date: 2024-06-17, Temp: 38, Humidity: 94, Light: 238, Time: 02:14:24, Recorded By: Sensor4
Date: 2024-02-29, Temp: 30, Humidity: 81, Light: 153, Time: 23:35:34, Recorded By: Sensor4
Date: 2024-04-09, Temp: 34, Humidity: 81, Light: 44, Time: 16:01:19, Recorded By: Sensor1
Date: 2024-03-22, Temp: 39, Humidity: 93, Light: 171, Time: 19:27:29, Recorded By: Sensor3
Date: 2024-08-15, Temp: 39, Humidity: 92, Light: 82, Time: 22:09:07, Recorded By: Sensor4
Date: 2024-07-31, Temp: 30, Humidity: 93, Light: 95, Time: 10:59:54, Recorded By: Sensor3
Date: 2024-01-07, Temp: 32, Humidity: 70, Light: 194, Time: 19:03:57, Recorded By: Sensor3
Date: 2024-06-24, Temp: 30, Humidity: 70, Light: 274, Time: 12:05:16, Recorded By: Sensor3
Date: 2024-01-30, Temp: 34, Humidity: 88, Light: 286, Time: 11:05:05, Recorded By: Sensor3
Date: 2024-06-04, Temp: 40, Humidity: 82, Light: 290, Time: 02:04:45, Recorded By: Sensor2
Date: 2024-03-14, Temp: 34, Humidity: 82, Light: 238, Time: 01:29:05, Recorded By: Sensor1
Date: 2024-01-13, Temp: 32, Humidity: 85, Light: 115, Time: 01:15:38, Recorded By: Sensor1
Date: 2024-03-28, Temp: 37, Humidity: 78, Light: 105, Time: 11:44:06, Recorded By: Sensor3
Date: 2024-02-19, Temp: 39, Humidity: 81, Light: 65, Time: 16:03:17, Recorded By: Sensor1
Date: 2024-01-05, Temp: 33, Humidity: 84, Light: 71, Time: 01:01:17, Recorded By: Sensor4
Date: 2024-02-02, Temp: 37, Humidity: 86, Light: 98, Time: 14:47:42, Recorded By: Sensor1
Date: 2024-10-08, Temp: 34, Humidity: 70, Light: 73, Time: 07:35:09, Recorded By: Sensor3
Date: 2024-11-21, Temp: 40, Humidity: 98, Light: 233, Time: 08:42:39, Recorded By: Sensor3
Date: 2024-07-18, Temp: 30, Humidity: 95, Light: 118, Time: 12:30:22, Recorded By: Sensor1
Date: 2024-01-28, Temp: 37, Humidity: 86, Light: 289, Time: 17:36:23, Recorded By: Sensor4
Date: 2024-06-15, Temp: 37, Humidity: 88, Light: 250, Time: 22:53:25, Recorded By: Sensor1
Date: 2024-02-27, Temp: 39, Humidity: 76, Light: 251, Time: 21:59:35, Recorded By: Sensor1
Date: 2024-08-04, Temp: 39, Humidity: 84, Light: 273, Time: 11:40:51, Recorded By: Sensor4
Date: 2024-07-24, Temp: 35, Humidity: 95, Light: 83, Time: 12:31:42, Recorded By: Sensor1
Date: 2024-10-29, Temp: 39, Humidity: 86, Light: 60, Time: 16:08:23, Recorded By: Sensor3
Date: 2024-02-16, Temp: 35, Humidity: 98, Light: 152, Time: 11:31:38, Recorded By: Sensor4
Date: 2024-07-13, Temp: 32, Humidity: 86, Light: 274, Time: 20:04:18, Recorded By: Sensor3
Date: 2024-09-12, Temp: 33, Humidity: 100, Light: 268, Time: 14:25:59, Recorded By: Sensor1
Date: 2024-05-11, Temp: 38, Humidity: 85, Light: 131, Time: 01:34:30, Recorded By: Sensor1
Date: 2024-05-15, Temp: 35, Humidity: 80, Light: 126, Time: 22:40:31, Recorded By: Sensor4
Date: 2024-01-05, Temp: 38, Humidity: 96, Light: 136, Time: 18:04:31, Recorded By: Sensor4
Date: 2024-08-07, Temp: 33, Humidity: 74, Light: 165, Time: 04:42:53, Recorded By: Sensor4
Date: 2024-06-27, Temp: 33, Humidity: 96, Light: 204, Time: 06:37:43, Recorded By: Sensor4
Date: 2024-05-15, Temp: 34, Humidity: 89, Light: 282, Time: 06:12:42, Recorded By: Sensor3
Date: 2024-01-02, Temp: 30, Humidity: 77, Light: 91, Time: 09:16:12, Recorded By: Sensor4
Date: 2024-06-04, Temp: 37, Humidity: 100, Light: 150, Time: 12:48:05, Recorded By: Sensor3
Date: 2024-08-09, Temp: 36, Humidity: 99, Light: 257, Time: 03:13:11, Recorded By: Sensor4
Date: 2024-11-15, Temp: 36, Humidity: 79, Light: 130, Time: 21:02:57, Recorded By: Sensor2
Date: 2024-12-27, Temp: 32, Humidity: 89, Light: 195, Time: 19:14:53, Recorded By: Sensor4
Date: 2024-07-03, Temp: 31, Humidity: 99, Light: 162, Time: 11:19:35, Recorded By: Sensor1
Date: 2024-12-07, Temp: 40, Humidity: 76, Light: 168, Time: 13:02:03, Recorded By: Sensor1
Date: 2024-07-18, Temp: 33, Humidity: 88, Light: 77, Time: 16:25:54, Recorded By: Sensor3
Date: 2024-11-12, Temp: 36, Humidity: 83, Light: 189, Time: 05:02:46, Recorded By: Sensor1
Date: 2024-02-06, Temp: 35, Humidity: 82, Light: 27, Time: 06:28:49, Recorded By: Sensor4
Date: 2024-11-10, Temp: 33, Humidity: 77, Light: 246, Time: 21:16:10, Recorded By: Sensor3
Date: 2024-01-03, Temp: 38, Humidity: 77, Light: 134, Time: 18:21:24, Recorded By: Sensor2
Date: 2024-07-16, Temp: 34, Humidity: 71, Light: 205, Time: 08:30:46, Recorded By: Sensor1
Date: 2024-08-31, Temp: 32, Humidity: 84, Light: 84, Time: 13:11:35, Recorded By: Sensor3
Date: 2024-07-31, Temp: 38, Humidity: 90, Light: 116, Time: 15:32:50, Recorded By: Sensor2
Date: 2024-04-01, Temp: 37, Humidity: 94, Light: 130, Time: 15:54:32, Recorded By: Sensor1
Date: 2024-01-04, Temp: 34, Humidity: 97, Light: 279, Time: 10:13:42, Recorded By: Sensor3
Date: 2024-01-21, Temp: 39, Humidity: 81, Light: 125, Time: 18:08:57, Recorded By: Sensor4
Date: 2024-01-10, Temp: 36, Humidity: 77, Light: 39, Time: 02:39:40, Recorded By: Sensor2
Date: 2024-06-05, Temp: 34, Humidity: 76, Light: 248, Time: 19:04:27, Recorded By: Sensor3
Date: 2024-12-01, Temp: 34, Humidity: 90, Light: 165, Time: 12:24:33, Recorded By: Sensor3
Date: 2024-11-30, Temp: 31, Humidity: 71, Light: 275, Time: 20:54:18, Recorded By: Sensor3
Date: 2024-10-14, Temp: 38, Humidity: 71, Light: 183, Time: 20:16:57, Recorded By: Sensor2
Date: 2024-01-24, Temp: 31, Humidity: 79, Light: 290, Time: 08:14:22, Recorded By: Sensor3
Date: 2024-06-28, Temp: 34, Humidity: 84, Light: 125, Time: 17:14:54, Recorded By: Sensor2
Date: 2024-12-20, Temp: 31, Humidity: 72, Light: 213, Time: 01:14:01, Recorded By: Sensor3
Date: 2024-02-27, Temp: 30, Humidity: 85, Light: 37, Time: 04:47:27, Recorded By: Sensor1
Date: 2024-11-18, Temp: 37, Humidity: 97, Light: 207, Time: 05:45:40, Recorded By: Sensor4
Date: 2024-12-27, Temp: 37, Humidity: 72, Light: 284, Time: 06:35:12, Recorded By: Sensor3
Date: 2024-10-14, Temp: 34, Humidity: 72, Light: 44, Time: 07:11:37, Recorded By: Sensor2
Date: 2024-09-26, Temp: 33, Humidity: 80, Light: 73, Time: 19:01:28, Recorded By: Sensor3
Date: 2024-11-12, Temp: 30, Humidity: 96, Light: 36, Time: 12:32:56, Recorded By: Sensor3
Date: 2024-10-08, Temp: 36, Humidity: 95, Light: 296, Time: 04:55:36, Recorded By: Sensor2
Date: 2024-05-26, Temp: 34, Humidity: 95, Light: 233, Time: 16:08:27, Recorded By: Sensor2
Date: 2024-12-31, Temp: 37, Humidity: 81, Light: 262, Time: 09:35:48, Recorded By: Sensor3
Date: 2024-05-15, Temp: 30, Humidity: 73, Light: 52, Time: 02:20:36, Recorded By: Sensor3
Date: 2024-02-07, Temp: 39, Humidity: 87, Light: 215, Time: 04:28:44, Recorded By: Sensor1
Date: 2024-11-12, Temp: 38, Humidity: 72, Light: 226, Time: 13:43:02, Recorded By: Sensor1
Date: 2024-04-07, Temp: 35, Humidity: 89, Light: 300, Time: 05:03:06, Recorded By: Sensor1
Date: 2024-01-25, Temp: 40, Humidity: 94, Light: 196, Time: 11:35:20, Recorded By: Sensor2
Date: 2024-04-07, Temp: 34, Humidity: 80, Light: 35, Time: 16:10:02, Recorded By: Sensor2
Date: 2024-06-15, Temp: 40, Humidity: 85, Light: 152, Time: 09:08:28, Recorded By: Sensor2
Date: 2024-07-16, Temp: 39, Humidity: 84, Light: 219, Time: 12:26:32, Recorded By: Sensor3
Date: 2024-06-29, Temp: 35, Humidity: 97, Light: 151, Time: 15:29:42, Recorded By: Sensor1
Date: 2024-01-07, Temp: 33, Humidity: 95, Light: 271, Time: 10:05:17, Recorded By: Sensor1
Date: 2024-12-15, Temp: 37, Humidity: 79, Light: 45, Time: 08:09:16, Recorded By: Sensor2
Date: 2024-06-20, Temp: 31, Humidity: 90, Light: 72, Time: 02:01:02, Recorded By: Sensor3
Date: 2024-10-20, Temp: 38, Humidity: 91, Light: 135, Time: 12:28:44, Recorded By: Sensor1
Date: 2024-02-19, Temp: 37, Humidity: 96, Light: 254, Time: 01:14:12, Recorded By: Sensor4
Date: 2024-03-25, Temp: 39, Humidity: 87, Light: 74, Time: 08:11:44, Recorded By: Sensor4
Date: 2024-09-25, Temp: 38, Humidity: 87, Light: 162, Time: 08:51:39, Recorded By: Sensor2
Date: 2024-12-12, Temp: 36, Humidity: 76, Light: 58, Time: 03:49:37, Recorded By: Sensor4
Date: 2024-09-25, Temp: 33, Humidity: 95, Light: 98, Time: 13:11:30, Recorded By: Sensor2
Date: 2024-08-20, Temp: 30, Humidity: 76, Light: 168, Time: 08:01:03, Recorded By: Sensor2
Date: 2024-10-08, Temp: 34, Humidity: 99, Light: 282, Time: 12:05:17, Recorded By: Sensor4
Date: 2024-08-12, Temp: 32, Humidity: 89, Light: 125, Time: 17:39:03, Recorded By: Sensor1
Date: 2024-12-24, Temp: 40, Humidity: 79, Light: 267, Time: 03:55:45, Recorded By: Sensor2
Date: 2024-01-30, Temp: 39, Humidity: 72, Light: 162, Time: 10:30:09, Recorded By: Sensor4
Date: 2024-12-25, Temp: 37, Humidity: 82, Light: 71, Time: 09:59:44, Recorded By: Sensor1
Date: 2024-07-31, Temp: 36, Humidity: 89, Light: 241, Time: 21:48:12, Recorded By: Sensor4
Date: 2024-05-01, Temp: 34, Humidity: 72, Light: 144, Time: 04:35:49, Recorded By: Sensor1
Date: 2024-08-15, Temp: 33, Humidity: 82, Light: 97, Time: 07:53:36, Recorded By: Sensor3
Date: 2024-11-01, Temp: 37, Humidity: 80, Light: 86, Time: 17:21:44, Recorded By: Sensor4
Date: 2024-02-07, Temp: 33, Humidity: 91, Light: 193, Time: 06:46:27, Recorded By: Sensor2
Date: 2024-03-01, Temp: 40, Humidity: 98, Light: 270, Time: 04:05:08, Recorded By: Sensor4
Date: 2024-06-28, Temp: 33, Humidity: 96, Light: 193, Time: 20:56:18, Recorded By: Sensor3
Date: 2024-01-29, Temp: 39, Humidity: 93, Light: 225, Time: 01:47:14, Recorded By: Sensor2
Date: 2024-10-25, Temp: 39, Humidity: 76, Light: 68, Time: 12:54:25, Recorded By: Sensor2
Date: 2024-10-17, Temp: 30, Humidity: 99, Light: 64, Time: 22:56:42, Recorded By: Sensor2
Date: 2024-12-18, Temp: 36, Humidity: 78, Light: 65, Time: 19:19:14, Recorded By: Sensor1
Date: 2024-04-21, Temp: 38, Humidity: 85, Light: 69, Time: 07:15:25, Recorded By: Sensor3
Date: 2024-01-08, Temp: 36, Humidity: 72, Light: 249, Time: 19:17:59, Recorded By: Sensor3
Date: 2024-09-26, Temp: 33, Humidity: 81, Light: 51, Time: 02:37:48, Recorded By: Sensor3
Date: 2024-02-26, Temp: 30, Humidity: 74, Light: 188, Time: 03:29:12, Recorded By: Sensor4
Date: 2024-08-17, Temp: 32, Humidity: 71, Light: 255, Time: 01:27:15, Recorded By: Sensor3
Date: 2024-10-18, Temp: 35, Humidity: 98, Light: 233, Time: 16:38:26, Recorded By: Sensor4
Date: 2024-09-15, Temp: 37, Humidity: 75, Light: 271, Time: 12:45:10, Recorded By: Sensor1
Date: 2024-03-14, Temp: 33, Humidity: 97, Light: 215, Time: 02:28:44, Recorded By: Sensor4
Date: 2024-08-16, Temp: 37, Humidity: 100, Light: 217, Time: 22:32:14, Recorded By: Sensor4
Date: 2024-10-10, Temp: 40, Humidity: 71, Light: 227, Time: 18:22:59, Recorded By: Sensor2
Date: 2024-05-29, Temp: 35, Humidity: 98, Light: 110, Time: 22:01:34, Recorded By: Sensor3
Date: 2024-05-31, Temp: 40, Humidity: 77, Light: 152, Time: 13:39:48, Recorded By: Sensor3
Date: 2024-08-19, Temp: 31, Humidity: 98, Light: 215, Time: 22:27:33, Recorded By: Sensor2
Date: 2024-09-30, Temp: 32, Humidity: 80, Light: 75, Time: 14:57:43, Recorded By: Sensor1
Date: 2024-08-03, Temp: 36, Humidity: 78, Light: 137, Time: 05:13:28, Recorded By: Sensor3
Date: 2024-05-18, Temp: 31, Humidity: 86, Light: 144, Time: 07:14:09, Recorded By: Sensor1
Date: 2024-11-17, Temp: 32, Humidity: 82, Light: 66, Time: 23:07:27, Recorded By: Sensor3
Date: 2024-09-24, Temp: 30, Humidity: 97, Light: 186, Time: 19:43:08, Recorded By: Sensor3
Date: 2024-09-16, Temp: 36, Humidity: 82, Light: 159, Time: 16:47:35, Recorded By: Sensor4
Date: 2024-10-26, Temp: 31, Humidity: 98, Light: 151, Time: 04:57:29, Recorded By: Sensor3
Date: 2024-05-13, Temp: 36, Humidity: 74, Light: 145, Time: 01:30:01, Recorded By: Sensor2
Date: 2024-02-12, Temp: 36, Humidity: 87, Light: 131, Time: 11:47:56, Recorded By: Sensor4
Date: 2024-12-05, Temp: 31, Humidity: 72, Light: 267, Time: 18:08:24, Recorded By: Sensor1
Date: 2024-03-14, Temp: 32, Humidity: 80, Light: 112, Time: 02:42:53, Recorded By: Sensor3
Date: 2024-02-15, Temp: 40, Humidity: 87, Light: 114, Time: 06:28:49, Recorded By: Sensor2
Date: 2024-11-10, Temp: 40, Humidity: 87, Light: 288, Time: 17:42:41, Recorded By: Sensor1
Date: 2024-07-29, Temp: 31, Humidity: 95, Light: 272, Time: 01:31:26, Recorded By: Sensor2
Date: 2024-09-17, Temp: 38, Humidity: 77, Light: 145, Time: 01:42:05, Recorded By: Sensor1
Date: 2024-07-16, Temp: 37, Humidity: 94, Light: 62, Time: 14:32:14, Recorded By: Sensor2
Date: 2024-11-26, Temp: 31, Humidity: 92, Light: 150, Time: 05:03:18, Recorded By: Sensor4
Date: 2024-07-26, Temp: 30, Humidity: 86, Light: 275, Time: 22:57:12, Recorded By: Sensor4
Date: 2024-02-12, Temp: 38, Humidity: 91, Light: 254, Time: 23:46:48, Recorded By: Sensor1
Date: 2024-01-13, Temp: 30, Humidity: 90, Light: 177, Time: 19:25:39, Recorded By: Sensor2
Date: 2024-01-06, Temp: 40, Humidity: 79, Light: 83, Time: 01:28:25, Recorded By: Sensor4
Date: 2024-04-19, Temp: 30, Humidity: 77, Light: 241, Time: 05:16:12, Recorded By: Sensor3
Date: 2024-12-08, Temp: 32, Humidity: 88, Light: 189, Time: 06:39:40, Recorded By: Sensor4
Date: 2024-03-26, Temp: 39, Humidity: 78, Light: 88, Time: 01:42:07, Recorded By: Sensor1
Date: 2024-06-15, Temp: 34, Humidity: 97, Light: 224, Time: 06:44:56, Recorded By: Sensor1
Date: 2024-09-26, Temp: 30, Humidity: 96, Light: 117, Time: 13:10:48, Recorded By: Sensor4
Date: 2024-12-13, Temp: 40, Humidity: 94, Light: 212, Time: 09:57:54, Recorded By: Sensor1
Date: 2024-06-27, Temp: 33, Humidity: 91, Light: 232, Time: 04:05:44, Recorded By: Sensor4
Date: 2024-07-22, Temp: 38, Humidity: 81, Light: 273, Time: 23:48:50, Recorded By: Sensor1
Date: 2024-10-30, Temp: 31, Humidity: 70, Light: 29, Time: 08:30:56, Recorded By: Sensor2
Date: 2024-06-17, Temp: 35, Humidity: 89, Light: 192, Time: 18:16:25, Recorded By: Sensor3
Date: 2024-12-09, Temp: 31, Humidity: 85, Light: 189, Time: 10:02:47, Recorded By: Sensor4
Date: 2024-09-13, Temp: 31, Humidity: 87, Light: 136, Time: 12:33:35, Recorded By: Sensor3
Date: 2024-03-03, Temp: 40, Humidity: 71, Light: 134, Time: 06:04:47, Recorded By: Sensor2
Date: 2024-10-01, Temp: 32, Humidity: 92, Light: 239, Time: 11:22:50, Recorded By: Sensor3
Date: 2024-05-23, Temp: 39, Humidity: 80, Light: 165, Time: 13:41:54, Recorded By: Sensor4
Date: 2024-07-02, Temp: 35, Humidity: 73, Light: 276, Time: 06:19:49, Recorded By: Sensor2
Date: 2024-04-14, Temp: 33, Humidity: 83, Light: 32, Time: 20:12:11, Recorded By: Sensor2
Date: 2024-06-22, Temp: 33, Humidity: 97, Light: 187, Time: 13:09:36, Recorded By: Sensor1
Date: 2024-03-22, Temp: 32, Humidity: 73, Light: 262, Time: 07:55:47, Recorded By: Sensor3
Date: 2024-01-29, Temp: 34, Humidity: 70, Light: 150, Time: 23:10:37, Recorded By: Sensor3
Date: 2024-08-29, Temp: 38, Humidity: 73, Light: 248, Time: 15:12:15, Recorded By: Sensor2
Date: 2024-03-08, Temp: 33, Humidity: 97, Light: 182, Time: 21:17:32, Recorded By: Sensor4
Date: 2024-02-04, Temp: 39, Humidity: 87, Light: 280, Time: 01:46:21, Recorded By: Sensor4
Date: 2024-11-28, Temp: 32, Humidity: 82, Light: 223, Time: 09:22:44, Recorded By: Sensor3
Date: 2024-11-06, Temp: 33, Humidity: 72, Light: 182, Time: 16:02:49, Recorded By: Sensor3
Date: 2024-11-07, Temp: 35, Humidity: 78, Light: 45, Time: 06:37:16, Recorded By: Sensor4
Date: 2024-12-14, Temp: 34, Humidity: 72, Light: 41, Time: 14:34:29, Recorded By: Sensor1
Date: 2024-03-03, Temp: 38, Humidity: 86, Light: 253, Time: 17:08:52, Recorded By: Sensor3
Date: 2024-09-28, Temp: 37, Humidity: 100, Light: 258, Time: 18:02:33, Recorded By: Sensor1
Date: 2024-10-12, Temp: 33, Humidity: 82, Light: 234, Time: 23:24:56, Recorded By: Sensor3
Date: 2024-09-17, Temp: 34, Humidity: 80, Light: 162, Time: 20:45:31, Recorded By: Sensor4
Date: 2024-07-31, Temp: 34, Humidity: 75, Light: 121, Time: 09:36:41, Recorded By: Sensor3
Date: 2024-09-18, Temp: 37, Humidity: 94, Light: 179, Time: 12:41:44, Recorded By: Sensor4
Date: 2024-11-17, Temp: 39, Humidity: 70, Light: 144, Time: 23:32:56, Recorded By: Sensor1
Date: 2024-10-04, Temp: 32, Humidity: 80, Light: 222, Time: 16:04:50, Recorded By: Sensor1
Date: 2024-03-26, Temp: 30, Humidity: 80, Light: 232, Time: 02:44:49, Recorded By: Sensor3
Date: 2024-03-02, Temp: 32, Humidity: 72, Light: 111, Time: 10:31:58, Recorded By: Sensor2
Date: 2024-02-18, Temp: 34, Humidity: 93, Light: 233, Time: 21:58:04, Recorded By: Sensor1
Date: 2024-08-06, Temp: 39, Humidity: 81, Light: 71, Time: 09:20:54, Recorded By: Sensor1
Date: 2024-08-08, Temp: 39, Humidity: 71, Light: 249, Time: 05:10:52, Recorded By: Sensor4
Date: 2024-03-06, Temp: 33, Humidity: 85, Light: 184, Time: 19:21:45, Recorded By: Sensor1
Date: 2024-07-23, Temp: 38, Humidity: 82, Light: 29, Time: 08:35:12, Recorded By: Sensor4
Date: 2024-05-09, Temp: 36, Humidity: 85, Light: 87, Time: 17:08:25, Recorded By: Sensor4
Date: 2024-12-03, Temp: 30, Humidity: 92, Light: 216, Time: 15:32:42, Recorded By: Sensor4
Date: 2024-11-25, Temp: 30, Humidity: 96, Light: 147, Time: 20:49:19, Recorded By: Sensor2
Date: 2024-04-22, Temp: 30, Humidity: 95, Light: 139, Time: 15:41:01, Recorded By: Sensor4
Date: 2024-03-03, Temp: 34, Humidity: 93, Light: 87, Time: 21:39:28, Recorded By: Sensor1
Date: 2024-01-23, Temp: 33, Humidity: 89, Light: 190, Time: 16:33:28, Recorded By: Sensor2
Date: 2024-06-12, Temp: 40, Humidity: 80, Light: 30, Time: 07:55:35, Recorded By: Sensor3
Date: 2024-02-20, Temp: 32, Humidity: 96, Light: 121, Time: 10:01:46, Recorded By: Sensor2
Date: 2024-02-07, Temp: 33, Humidity: 82, Light: 77, Time: 14:08:19, Recorded By: Sensor2
Date: 2024-03-14, Temp: 39, Humidity: 85, Light: 220, Time: 22:39:12, Recorded By: Sensor4
Date: 2024-06-04, Temp: 40, Humidity: 90, Light: 46, Time: 17:52:09, Recorded By: Sensor2
Date: 2024-01-18, Temp: 40, Humidity: 93, Light: 181, Time: 02:07:19, Recorded By: Sensor1
Date: 2024-12-30, Temp: 32, Humidity: 99, Light: 280, Time: 17:05:41, Recorded By: Sensor1
Date: 2024-10-12, Temp: 38, Humidity: 99, Light: 36, Time: 07:24:54, Recorded By: Sensor3
Date: 2024-05-11, Temp: 36, Humidity: 88, Light: 224, Time: 01:19:39, Recorded By: Sensor2
Date: 2024-07-01, Temp: 40, Humidity: 78, Light: 82, Time: 15:57:12, Recorded By: Sensor1
Date: 2024-05-21, Temp: 38, Humidity: 98, Light: 140, Time: 16:03:41, Recorded By: Sensor3
Date: 2024-06-15, Temp: 38, Humidity: 95, Light: 79, Time: 22:15:31, Recorded By: Sensor2
Date: 2024-12-20, Temp: 37, Humidity: 70, Light: 31, Time: 03:43:21, Recorded By: Sensor2
Date: 2024-09-21, Temp: 38, Humidity: 98, Light: 49, Time: 17:07:18, Recorded By: Sensor1
Date: 2024-12-03, Temp: 30, Humidity: 83, Light: 83, Time: 23:36:28, Recorded By: Sensor3
Date: 2024-06-08, Temp: 35, Humidity: 90, Light: 117, Time: 16:33:20, Recorded By: Sensor4
Date: 2024-01-04, Temp: 39, Humidity: 94, Light: 63, Time: 01:15:31, Recorded By: Sensor3
Date: 2024-10-15, Temp: 36, Humidity: 93, Light: 252, Time: 10:48:13, Recorded By: Sensor3
Date: 2024-10-25, Temp: 34, Humidity: 75, Light: 120, Time: 02:39:25, Recorded By: Sensor4
Date: 2024-09-24, Temp: 36, Humidity: 93, Light: 77, Time: 20:27:59, Recorded By: Sensor1
Date: 2024-12-03, Temp: 34, Humidity: 91, Light: 139, Time: 06:18:28, Recorded By: Sensor3
Date: 2024-08-31, Temp: 40, Humidity: 74, Light: 249, Time: 11:26:38, Recorded By: Sensor3
Date: 2024-04-21, Temp: 31, Humidity: 96, Light: 191, Time: 18:57:12, Recorded By: Sensor2
Date: 2024-01-05, Temp: 37, Humidity: 72, Light: 76, Time: 15:51:28, Recorded By: Sensor1
Date: 2024-03-06, Temp: 38, Humidity: 76, Light: 281, Time: 05:10:48, Recorded By: Sensor3
Date: 2024-06-21, Temp: 31, Humidity: 74, Light: 297, Time: 22:48:05, Recorded By: Sensor2
Date: 2024-12-18, Temp: 30, Humidity: 75, Light: 59, Time: 11:50:04, Recorded By: Sensor3
Date: 2024-12-26, Temp: 38, Humidity: 96, Light: 30, Time: 23:29:45, Recorded By: Sensor4
Date: 2024-01-18, Temp: 32, Humidity: 98, Light: 91, Time: 07:28:14, Recorded By: Sensor2
Date: 2024-12-24, Temp: 38, Humidity: 86, Light: 156, Time: 14:56:12, Recorded By: Sensor3
Date: 2024-10-11, Temp: 36, Humidity: 95, Light: 229, Time: 20:01:44, Recorded By: Sensor3
Date: 2024-12-04, Temp: 33, Humidity: 93, Light: 51, Time: 19:27:55, Recorded By: Sensor1
Date: 2024-12-04, Temp: 40, Humidity: 73, Light: 266, Time: 13:57:19, Recorded By: Sensor2
Date: 2024-06-18, Temp: 32, Humidity: 95, Light: 249, Time: 12:27:46, Recorded By: Sensor2
Date: 2024-10-21, Temp: 36, Humidity: 98, Light: 116, Time: 12:13:34, Recorded By: Sensor3
Date: 2024-04-25, Temp: 40, Humidity: 88, Light: 157, Time: 08:22:29, Recorded By: Sensor4
Date: 2024-05-19, Temp: 30, Humidity: 83, Light: 210, Time: 18:13:23, Recorded By: Sensor2
Date: 2024-12-08, Temp: 35, Humidity: 86, Light: 278, Time: 20:33:36, Recorded By: Sensor1
Date: 2024-11-26, Temp: 34, Humidity: 87, Light: 180, Time: 04:48:24, Recorded By: Sensor1
Date: 2024-05-29, Temp: 33, Humidity: 85, Light: 91, Time: 01:42:19, Recorded By: Sensor2
Date: 2024-08-18, Temp: 35, Humidity: 76, Light: 31, Time: 01:47:48, Recorded By: Sensor2
Date: 2024-09-12, Temp: 33, Humidity: 88, Light: 156, Time: 21:07:28, Recorded By: Sensor3
